desi_J111435.35-010038.19.fits REJECT
desi_J003222.04-035807.87.fits REJECT
desi_J121155.10+005202.41.fits REJECT
desi_J150614.63-014223.57.fits REJECT
desi_J175029.55+391511.70.fits REJECT
desi_J113957.55+011458.62.fits REJECT
desi_J111740.15-041206.53.fits REJECT
desi_J003749.02-082504.33.fits REJECT
desi_J125656.65-044819.65.fits REJECT
desi_J013235.27+111732.73.fits REJECT
desi_J010805.43+064733.29.fits REJECT
desi_J162922.17+062231.37.fits REJECT
desi_J142920.24+010538.75.fits UNSURE
desi_J131725.48-013554.97.fits REJECT
desi_J015922.25-074756.55.fits REJECT
desi_J122508.22+043109.57.fits REJECT
desi_J103313.94-024306.71.fits REJECT
desi_J020917.27+184236.64.fits REJECT
desi_J081424.05+100016.93.fits REJECT
desi_J130502.94+032039.64.fits REJECT
desi_J121709.83+055031.73.fits REJECT
desi_J230917.73+302828.86.fits REJECT
desi_J130149.48+044023.40.fits REJECT
desi_J124121.25-044116.66.fits REJECT
desi_J025041.81-052539.72.fits REJECT
desi_J154919.65+313042.32.fits REJECT
